sample,classification,gene
CC.RJH0175,Amplification,HER2
CC.RJH0178,Gain,HER2
CC.RJH0182,High Amplification,HER2
CC.RJH0185,Normal,HER2
CC.RJH0201,Amplification,HER2
CC.SMH.0751,Loss,HER2
CC.SPH.1066,Gain,HER2
CC.SSK0053,Loss,HER2
CC.SSK0060,Gain,HER2
CC.SSK0062,Amplification,HER2
CC.SSK0088,Gain,HER2
CC.SSK0089,Gain,HER2
CC.SSK0097,Gain,HER2
CC.SSK0099,Loss,HER2
CC.SSK0103,Gain,HER2
CC.SSK0109,Loss,HER2
CC.SUN.0808,Amplification,HER2
CC.SUN.0819,Normal,HER2
CC.SUN.0820,Loss,HER2
CC.SUN.0822,Gain,HER2
CC.SUN.0825,Amplification,HER2
CC.SUN.0827,Gain,HER2
CC.SUN.0830,Loss,HER2
CC.SUN.0833,Normal,HER2
CC.SUN.0838,Normal,HER2
CC.SUN.0840,Normal,HER2
CC.SUN.0843,Amplification,HER2
CC.SUN.0845,Loss,HER2
CC.SUN.0848,Loss,HER2
CC.SUN.0865,Gain,HER2
CC.SUN.0868,Normal,HER2
CC.SUN.0869,Amplification,HER2
CC.SUN.0870,Amplification,HER2
CC.SUN.0873,Loss,HER2
CC.SUN.0876,Gain,HER2
CC.SUN.0877,Normal,HER2
CC.SUN.0885,Normal,HER2
CC.SUN.0888,Gain,HER2
CC.SUN.0903,Loss,HER2
CC.SUN.0907,Amplification,HER2
CC.SUN.0908,Normal,HER2
CC.SUN.0909,Normal,HER2
CC.SUN.0924,Normal,HER2
CC.SUN.0931,Normal,HER2
CC.SUN.0932,Normal,HER2
CC.SUN.0942,High Amplification,HER2
CC.SUN.0944,Gain,HER2
CC.SUN.0946,Loss,HER2
CC.SUN.0947,Normal,HER2
CC.SUN.0951,Normal,HER2
CC.SUN.0953,Gain,HER2
CC.SUN.0954,No Data,HER2
CC.SUN.0960,Normal,HER2
CC.SUN.0961,Loss,HER2
CC.SUN.0967,Gain,HER2
CC.SUN.0972,Amplification,HER2
CC.SUN.0974,Amplification,HER2
CC.SUN.0975,Gain,HER2
CC.VER.1146,Loss,HER2
CC.VGH.0036.T,No Data,HER2
CC.VGH.0041.T,Gain,HER2
CC.VGH.1168,Gain,HER2
CC.VGH.1209.T,Normal,HER2
CC.VGH.1210.T,Normal,HER2
CC.VGH.1215.T,No Data,HER2
CC.VGH.1217,Normal,HER2
CC.VGH.1218.T,Amplification,HER2
CC.VGH.1225,Loss,HER2
CC.VGH.1227.T,Gain,HER2
CC.VGH.1230,Loss,HER2
CC.VGH.1253,Gain,HER2
CC.VGH.1258,Normal,HER2
CC.VGH.1295,Amplification,HER2
CC.WPG.1392,Gain,HER2
CC.WPG.1393,Gain,HER2
CC.WPG.1405,No Data,HER2
CC.WPG.1412,Amplification,HER2
CC.WPG.1418,High Amplification,HER2
VOA1081A,Amplification,HER2
VOA1082B,Loss,HER2
VS06.13266.C8,Loss,HER2
VS07.16094.D14,Amplification,HER2
VS09.13515.A7,Loss,HER2
VS09.16339.B8,Loss,HER2
VS13.19263,Gain,HER2
YW.EC002,Gain,HER2
YW.EC022,Gain,HER2
YW.EC025,Normal,HER2
YW.EC052,Normal,HER2
CC.CHM.1353,Normal,HER2
CC.HAM.0405,Gain,HER2
CC.LAV.0646,Gain,HER2
CC.SUN.0859,No Data,HER2
CC.SUN.0918,Gain,HER2
YW.EC003,Gain,HER2
